objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment
"Struggle for the Galactic Empire","41612","7.3","","0","1","0","0","0","0","0","0","0","","","","","","","13478547","5.7453","6.83672","2.8286","3202","659","thing","Struggle for the Galactic Empire","1","1","240","240","240","2009","1","1","12+","Extensive use of text - massive conversion needed to be playable","","","",,"","","","","","","","",""
"Struggle of Empires","9625","0","","0","1","0","0","0","0","0","0","0","","","","","","","29750430","7.13686","7.53145","3.5988","209","3969","thing","Struggle of Empires","2","7","240","240","180","2004","4,5,6,7","5,6,7","12+","Some necessary text - easily memorized or small crib sheet","","","",,"","","","","","","","",""
"Student Bodies","132799","0","","0","1","0","0","0","0","0","0","0","","","","","","","29086557","5.64087","6.79823","2.6","4435","244","thing","Student Bodies","2","5","90","90","90","2014","2,3,4,5","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","",,"","","","","","","","",""
"A Study in Emerald (second edition)","178054","0","","0","1","0","0","0","0","0","0","0","","","","","","","31888224","6.30421","7.34513","2.9474","1095","1471","thing","A Study in Emerald (second edition)","2","5","60","60","60","2015","3,4,5","4,5","12+","Moderate in-game text - needs crib sheet or paste ups","","","",,"","","","","","","","",""
"Suburbia","123260","0","","0","1","0","0","0","0","0","0","0","","","","","","","20176782","7.54845","7.69496","2.7631","61","13761","thing","Suburbia","1","4","90","90","90","2012","1,2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","",,"","","","","","","","",""
"Summoner Wars","58281","0","","0","1","0","0","0","0","0","0","0","","","","","","","17128302","7.06291","7.37957","2.3085","264","4110","thing","Summoner Wars","2","4","60","60","30","2009","2,4","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","",,"","","","","","","","",""
"Summoner Wars: Master Set","93260","0","","0","1","0","0","0","0","0","0","0","","","","","","","26208253","7.45709","7.69645","2.5158","80","10311","thing","Summoner Wars: Master Set","2","4","30","30","30","2011","2,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","",,"","","","","","","","",""
"Super Munchkin","16933","6.3","","0","1","0","0","0","0","0","0","0","","","","","","","13478573","5.77647","5.97764","1.8392","2957","3876","thing","Super Munchkin","3","6","90","90","90","2005","3,4,5,6","4,5","12+","Extensive use of text - massive conversion needed to be playable","","","",,"","","","","","","","",""
"Survive: Escape from Atlantis!","2653","0","","0","1","0","0","0","0","0","0","0","","","","","","","33285158","7.20065","7.34297","1.7098","177","15794","thing","Survive: Escape from Atlantis!","2","4","60","60","60","1982","2,3,4","4","8+","No necessary in-game text","","","",,"","","","","","","","",""
"Swing States 2012","125936","0","","0","0","0","1","0","0","0","0","0","","","","","","","27638479","5.6225","7.21719","2.3077","4805","161","thing","Swing States 2012","1","1","40","40","40","2012","1","1","12+","Some necessary text - easily memorized or small crib sheet","","","",,"","","","","","","","",""
"T.I.M.E Stories","146508","0","","0","1","0","0","0","0","0","0","0","","","","","","","30868804","7.64236","8.23639","2.6989","40","6141","thing","T.I.M.E Stories","2","4","90","90","90","2015","3,4","4","14+","Unplayable in another language","","","",,"","","","","","","","",""
"Tales of the Arabian Nights","34119","0","","0","1","0","0","0","0","0","0","0","","","","","","","27885400","7.09147","7.30129","2.1735","240","9980","thing","Tales of the Arabian Nights","1","6","120","120","120","2009","2,3,4","3","12+","Extensive use of text - massive conversion needed to be playable","","","",,"","","","","","","","",""
"Talisman (Revised 4th Edition)","27627","5.6","","0","1","1","0","0","0","0","0","0","","","","","","","11878924","6.40817","6.60495","2.2235","928","11460","thing","Talisman (Revised 4th Edition)","2","6","90","90","90","2007","2,3,4,5,6","4","8+","Extensive use of text - massive conversion needed to be playable","","","",,"","","","","","","","",""
"Tannhäuser","25261","0","","0","1","0","0","0","0","0","0","0","","","","","","","27885859","6.16926","6.46517","2.731","1404","4727","thing","Tannhäuser","2","10","120","120","60","2007","2","2","12+","No necessary in-game text","","","",,"","","","","","","","",""
"Terra Mystica","120677","0","","0","1","0","0","0","0","0","0","0","","","","","","","19603925","8.1426","8.27882","3.9121","3","19942","thing","Terra Mystica","2","5","150","150","60","2012","2,3,4,5","4","12+","No necessary in-game text","","","",,"","","","","","","","",""
"Terror in Meeple City","97903","0","","0","1","0","0","0","0","0","0","0","","","","","","","23966215","6.80274","7.0248","1.4831","455","7762","thing","Terror in Meeple City","2","4","45","45","45","2013","2,3,4","4","6+","No necessary in-game text","","","",,"","","","","","","","",""
"Through the Ages: A Story of Civilization","25613","8.5","","0","1","1","0","0","0","0","0","0","","","","","","","10936228","8.03071","8.17594","4.1677","5","15014","thing","Through the Ages: A Story of Civilization","2","4","240","240","240","2006","2,3,4","3","14+","Extensive use of text - massive conversion needed to be playable","","","",,"","","","","","","","",""
"Thunder Alley","108906","0","","0","1","0","0","0","0","0","0","0","","","","","","","24395816","6.88724","7.51729","2.3598","393","2343","thing","Thunder Alley","2","7","90","90","90","2014","2,3,4,5,6,7","4,5","10+","Moderate in-game text - needs crib sheet or paste ups","","","",,"","","","","","","","",""
"Thunderbolt Apache Leader","123955","0","","0","1","0","0","0","0","0","0","0","","","","","","","16350874","6.69441","8.2521","3.0968","555","1601","thing","Thunderbolt Apache Leader","1","1","90","90","90","2012","1","1","14+","Moderate in-game text - needs crib sheet or paste ups","","","",,"","","","","","","","",""
"Thunderstone","53953","7.5","","0","1","0","0","0","0","0","0","0","","","","","","","13478646","6.89847","7.0499","2.5033","386","8910","thing","Thunderstone","1","5","60","60","60","2009","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","",,"","","","","","","","",""
"Thunderstone Advance: Caverns of Bane","122967","0","","0","1","0","0","0","0","0","0","0","","","","","","","20022272","6.72865","7.83973","2.6667","0","2778","thing","Thunderstone Advance: Caverns of Bane","1","5","45","45","45","2012","1,2,3,4","2,3","10+","Moderate in-game text - needs crib sheet or paste ups","","","",,"","","","","","","","",""
"Thunderstone Advance: Root of Corruption","131306","0","","0","1","0","0","0","0","0","0","0","","","","","","","20022276","6.50515","7.83637","2.75","0","2094","thing","Thunderstone Advance: Root of Corruption","1","5","90","90","60","2012","2,3","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","",,"","","","","","","","",""
"Thunderstone Advance: Towers of Ruin","116998","0","","0","1","0","0","0","0","0","0","0","","","","","","","20022269","7.17567","7.55697","2.7409","194","5894","thing","Thunderstone Advance: Towers of Ruin","1","5","90","90","60","2012","1,2,3,4,5","3","12+","Extensive use of text - massive conversion needed to be playable","","","",,"","","","","","","","",""
"Thunderstone: Dragonspire","85897","7.5","","0","1","0","0","0","0","0","0","0","","","","","","","13478655","6.95808","7.44491","2.6964","333","3789","thing","Thunderstone: Dragonspire","1","5","45","45","45","2011","1,2,3,4","2,3","10+","Moderate in-game text - needs crib sheet or paste ups","","","",,"","","","","","","","",""
"Thunderstone: Wrath of the Elements","63214","7.5","","0","1","0","0","0","0","0","0","0","","","","","","","13478652","6.97234","7.59879","2.6509","0","4166","thing","Thunderstone: Wrath of the Elements","1","5","45","45","45","2010","1,2,3,4","2,3","12+","Moderate in-game text - needs crib sheet or paste ups","","","",,"","","","","","","","",""
"Ticket to Ride","9209","6.5","","0","1","0","0","0","0","0","0","0","","","","","","","10936344","7.41074","7.49877","1.8864","97","48346","thing","Ticket to Ride","2","5","60","60","30","2004","2,3,4,5","4","8+","No necessary in-game text","","","",,"","","","","","","","",""
"Ticket to Ride: Märklin","21348","0","","0","1","0","0","0","0","0","0","0","","","","","","","27885018","7.21726","7.42512","2.2427","170","8561","thing","Ticket to Ride: Märklin","2","5","60","60","30","2006","2,3,4,5","4","8+","No necessary in-game text","","","",,"","","","","","","","",""
"Tide of Iron","22825","7.6","","0","1","1","0","0","0","0","0","0","","","","","","","13478550","6.86945","7.26976","3.4562","407","5214","thing","Tide of Iron","2","4","120","120","120","2007","2,4","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","",,"","","","","","","","",""
"Tide of Iron: Normandy","37601","7.6","","0","1","1","0","0","0","0","0","0","","","","","","","13478658","6.21115","7.81394","3.2326","0","1382","thing","Tide of Iron: Normandy","2","4","120","120","120","2008","2,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","",,"","","","","","","","",""
"Tiger Leader","150010","0","","0","1","0","0","0","0","0","0","0","","","","","","","28811533","5.53365","5.87769","3.0909","7977","384","thing","Tiger Leader","1","1","60","60","30","2015","1","1","14","Moderate in-game text - needs crib sheet or paste ups","","","",,"","","","","","","","",""
"Tiny Epic Defenders","155708","0","","0","1","0","0","0","0","0","0","0","","","","","","","27885206","6.10215","6.50547","1.7805","1561","3542","thing","Tiny Epic Defenders","1","4","30","30","30","2015","1,2,3,4","","8+","Some necessary text - easily memorized or small crib sheet","","","",,"","","","","","","","",""
"Tiny Epic Kingdoms","148951","0","","0","1","0","0","0","0","0","0","0","","","","","","","27885679","6.51352","6.78798","2.0545","773","6809","thing","Tiny Epic Kingdoms","2","5","30","30","30","2014","2,3,4,5","4","10+","Some necessary text - easily memorized or small crib sheet","","","",,"","","","","","","","",""
"Tobruk:  Tank Battles in North Africa 1942","5455","0","","0","1","0","0","0","0","0","0","0","","","","","","","23966247","5.76586","6.32926","3.7531","3038","1131","thing","Tobruk:  Tank Battles in North Africa 1942","2","2","90","90","90","1975","2","2","14+","Moderate in-game text - needs crib sheet or paste ups","","","",,"","","","","","","","",""
"Tomorrow the World","7625","0","","0","0","0","1","0","0","0","0","1","4","","","","","","33052426","5.54859","6.27536","2.3571","7276","289","thing","Tomorrow the World","2","2","180","180","180","1989","2","2","","No necessary in-game text","","","",,"","","","","","","","",""
"A Touch of Evil: Something Wicked Expansion","42047","6","","0","1","0","0","0","0","0","0","0","","","","","","","18304159","6.58679","7.71272","2.8846","0","2157","thing","A Touch of Evil: Something Wicked Expansion","1","12","120","120","120","2009","1,2,3,4,5,6","3,4","12+","Extensive use of text - massive conversion needed to be playable","","","",,"","","","","","","","",""
"A Touch of Evil: The Supernatural Game","35815","0","","0","1","0","0","0","0","0","0","0","","","","","","","27885500","6.67867","7.0026","2.5572","563","5084","thing","A Touch of Evil: The Supernatural Game","2","8","90","90","90","2008","1,2,3,4,5,6","4","12+","Extensive use of text - massive conversion needed to be playable","","","",,"","","","","","","","",""
"Trains","121408","0","","0","1","1","0","0","0","0","0","0","","","","","","","20895489","7.06294","7.31029","2.3981","263","6629","thing","Trains","2","4","45","45","45","2012","2,3,4","3,4","10+","Moderate in-game text - needs crib sheet or paste ups","","","",,"","","","","","","","",""
"Trickerion: Legends of Illusion","163068","0","","0","1","0","0","0","0","0","0","0","","","","","","","32225957","6.83164","7.94134","3.9338","432","2812","thing","Trickerion: Legends of Illusion","2","4","120","120","60","2015","2,3,4","4","14+","Moderate in-game text - needs crib sheet or paste ups","","","",,"","","","","","","","",""
"Triumph & Tragedy","130960","0","","0","1","0","0","0","0","0","0","0","","","","","","","29765813","6.50302","8.45904","3.175","790","930","thing","Triumph & Tragedy","2","3","240","240","240","2015","3","3","12+","Some necessary text - easily memorized or small crib sheet","","","",,"","","","","","","","",""
"Twilight Imperium (Third Edition)","12493","0","","0","1","0","0","0","0","0","0","0","","","","","","","26208415","7.69892","7.88893","4.1956","33","14835","thing","Twilight Imperium (Third Edition)","3","6","240","240","180","2005","4,5,6","6","14+","Extensive use of text - massive conversion needed to be playable","","","",,"","","","","","","","",""
"Twilight Struggle","12333","8","","0","1","0","0","0","0","0","0","0","","","","","","","10936089","8.21632","8.33919","3.5042","2","29665","thing","Twilight Struggle","2","2","180","180","180","2005","2","2","14+","Extensive use of text - massive conversion needed to be playable","","","",,"","","","","","","","",""
"Tzolk'in: The Mayan Calendar","126163","0","","0","0","0","0","0","0","1","0","0","","","","","","","21355395","7.82235","7.9707","3.5818","21","15919","thing","Tzolk'in: The Mayan Calendar","2","4","90","90","90","2012","2,3,4","4","12+","No necessary in-game text","","","",,"","","","","","","","",""
"U-Boat Leader","85108","7.6","","0","1","0","0","0","0","0","0","0","","","","","","","14538158","5.75902","6.93867","2.4828","3089","517","thing","U-Boat Leader","1","1","90","90","90","2011","1","1","12+","Moderate in-game text - needs crib sheet or paste ups","","","",,"","","","","","","","",""
"Upon a Fable","139032","0","","0","1","1","0","0","0","0","0","0","","","","","","","27885275","5.68763","6.47132","2.5385","3798","389","thing","Upon a Fable","1","6","60","60","60","2013","2,3,4,5,6","3,4,5","10+","Moderate in-game text - needs crib sheet or paste ups","","","",,"","","","","","","","",""
"Urban Operations","179251","0","","0","0","0","0","0","0","0","0","1","4","","","","","","28829843","0","0","0","0","6","thing","Urban Operations","2","6","300","300","90","0","2,4","2","","Extensive use of text - massive conversion needed to be playable","","","",,"","","","","","","","",""
"Urban Sprawl","62220","0","","0","1","0","0","0","0","0","0","0","","","","","","","17128317","6.41692","6.81425","3.3228","913","2501","thing","Urban Sprawl","2","4","180","180","180","2011","2,3,4","3","12+","Extensive use of text - massive conversion needed to be playable","","","",,"","","","","","","","",""
"Urbania","93541","0","","0","1","1","0","0","0","0","0","0","","","","","","","19603906","5.82062","6.54086","2.375","2671","508","thing","Urbania","2","5","45","45","45","2012","2,3,4","","10","No necessary in-game text","","","",,"","","","","","","","",""
"UWO","12623","0","","0","1","0","0","0","0","0","0","0","","","","","","","17128528","5.45618","5.33232","1.7143","10988","558","thing","UWO","2","2","45","45","45","2004","2","2","10+","No necessary in-game text","","","",,"","","","","","","","",""
"The Valkyrie Incident","131321","0","","0","1","0","0","0","0","0","0","0","","","","","","","19777905","5.6337","6.8622","1.9","4577","419","thing","The Valkyrie Incident","2","2","30","30","30","2013","2","2","","Extensive use of text - massive conversion needed to be playable","","","",,"","","","","","","","",""
"Ventura","34871","0","","0","1","1","0","0","0","0","0","0","","","","","","","20453498","5.76616","6.54372","3.0526","3033","1080","thing","Ventura","2","4","90","90","90","2011","2,3,4","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","",,"","","","","","","","",""
"Virgin Queen","41066","0","","0","1","0","0","0","0","0","0","0","","","","","","","27885439","6.9972","8.14987","4.3092","309","2274","thing","Virgin Queen","2","6","420","420","420","2012","4,5,6","6","14+","Extensive use of text - massive conversion needed to be playable","","","",,"","","","","","","","",""
"War of the Ring (second edition)","115746","0","","0","1","0","0","0","0","0","0","0","","","","","","","20055500","7.9124","8.34283","3.9614","13","7354","thing","War of the Ring (second edition)","2","4","150","150","150","2012","2,4","2","14+","Extensive use of text - massive conversion needed to be playable","","","",,"","","","","","","","",""
"War! Age of Imperialism","2718","0","","0","1","0","0","0","0","0","0","0","","","","","","","27885301","5.49068","5.59105","2.7867","10069","1247","thing","War! Age of Imperialism","2","6","180","180","180","2001","2,3,4,5","4","14+","Moderate in-game text - needs crib sheet or paste ups","","","",,"","","","","","","","",""
"Warhammer 40,000: Conquest","156776","0","","0","1","0","0","0","0","0","0","0","","","","","","","27885612","6.78909","7.58643","3.0636","463","2903","thing","Warhammer 40,000: Conquest","2","2","45","45","45","2014","2","2","12+","Extensive use of text - massive conversion needed to be playable","","","",,"","","","","","","","",""
"Warmachine: High Command","138104","0","","0","1","1","0","0","0","0","0","0","","","","","","","28545621","5.74813","6.29462","2.2581","3180","987","thing","Warmachine: High Command","2","4","60","60","60","2013","2,3,4","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","",,"","","","","","","","",""
"Warparty","94255","0","","0","1","0","0","0","0","0","0","0","","","","","","","20022227","5.68169","7.73303","2.7619","3884","262","thing","Warparty","2","4","150","150","150","2013","2,3,4","4","14+","Moderate in-game text - needs crib sheet or paste ups","","","",,"","","","","","","","",""
"Warriors & Traders","107861","5.4","","0","1","1","0","0","0","0","0","0","","","","","","","17128420","5.71047","6.36625","2.9737","3528","718","thing","Warriors & Traders","2","6","120","120","120","2011","4,5,6","6","12+","Some necessary text - easily memorized or small crib sheet","","","",,"","","","","","","","",""
"Washington's War","38996","7.8","","0","1","0","0","0","0","0","0","0","","","","","","","13478629","7.02447","7.68208","2.8507","286","3287","thing","Washington's War","2","2","90","90","90","2010","2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","",,"","","","","","","","",""
"We Were Brothers","148745","0","","0","0","0","1","0","0","0","0","1","2","","","","","","29058290","5.59983","7.9587","3.1667","5320","93","thing","We Were Brothers","1","6","300","300","120","2015","4,6","6","14+","No necessary in-game text","","","",,"","","","","","","","",""
"Western Town","19358","0","","0","0","0","1","0","0","0","0","1","4","","","","","","26183439","5.97708","7.22508","3.5385","1943","558","thing","Western Town","2","4","90","90","45","2005","2,3,4","3","14+","No necessary in-game text","","","",,"","","","","","","","",""
"Where There Is Discord: War in the South Atlantic","35614","0","","0","0","0","0","0","0","0","0","1","2","","","","","","27638238","6.24652","8.02548","3.1449","1215","833","thing","Where There Is Discord: War in the South Atlantic","1","1","240","240","240","2009","1","1","12+","Extensive use of text - massive conversion needed to be playable","","","",,"","","","","","","","",""
"Wing Leader: Victories 1940-1942","160418","0","","0","0","0","1","0","0","0","0","1","2","","","","","","29265585","5.85212","8.05625","2.72","2494","612","thing","Wing Leader: Victories 1940-1942","2","2","120","120","120","2015","1,2","2","12+","Some necessary text - easily memorized or small crib sheet","","","",,"","","","","","","","",""
"Wizard Kings","692","0","","0","1","0","0","0","0","0","0","0","","","","","","","28818407","6.19495","6.72234","2.6667","1331","1754","thing","Wizard Kings","2","7","150","150","150","2000","2,3,4","2","12+","Some necessary text - easily memorized or small crib sheet","","","",,"","","","","","","","",""
"Wizard Kings: Expansion Armies","7222","0","","0","1","0","0","0","0","0","0","0","","","","","","","33067641","5.83521","7.07772","2.963","0","888","thing","Wizard Kings: Expansion Armies","2","7","120","120","120","2000","2","2","","","","","",,"","","","","","","","",""
"A World at War","7614","0","","0","1","0","0","0","0","0","0","0","","","","","","","20895228","5.93928","7.61193","4.7857","2110","827","thing","A World at War","1","8","2880","2880","1440","2003","2,3,4,5,6","4","16+","Extensive use of text - massive conversion needed to be playable","","","",,"","","","","","","","",""
"World at War: America Conquered","106978","0","","0","0","0","1","1","0","0","0","1","2","","","","","","32683926","5.62949","8","2.6","4656","213","thing","World at War: America Conquered","2","2","240","240","240","2013","1,2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","",,"","","","","","","","",""
"World at War: Blood and Bridges","35035","0","","0","0","0","1","0","0","0","0","1","2","","","","","","32683312","6.1255","7.72484","2.7727","1503","793","thing","World at War: Blood and Bridges","2","2","90","90","90","2008","1,2","2","12+","Some necessary text - easily memorized or small crib sheet","","","",,"","","","","","","","",""
"World at War: Eisenbach Gap","25729","0","","0","1","0","0","0","0","0","0","0","","","Deluxe version","","","","28913510","6.31555","7.53444","2.5727","1080","1147","thing","World at War: Eisenbach Gap","2","2","90","90","90","2007","1,2","2","12+","Some necessary text - easily memorized or small crib sheet","","","",,"","","","","","","","",""
"World in Flames","1499","0","","0","1","0","0","0","0","0","0","0","","","","","","","15587562","6.58064","7.48303","4.5951","682","1999","thing","World in Flames","2","7","6000","6000","6000","1985","3,4,5,6","5,6","16+","Some necessary text - easily memorized or small crib sheet","","","",,"","","","","","","","",""
"World in Flames","1499","0","","0","1","0","0","0","0","0","0","0","","","","","","","15883397","6.58064","7.48303","4.5951","682","1999","thing","World in Flames","2","7","6000","6000","6000","1985","3,4,5,6","5,6","16+","Some necessary text - easily memorized or small crib sheet","","","",,"","","","","","","","",""
"World War II: Barbarossa to Berlin","3353","0","","0","1","0","0","0","0","0","0","0","","","","","","","16350912","6.42524","7.23349","3.5772","897","1910","thing","World War II: Barbarossa to Berlin","2","2","420","420","420","2002","2","2","14+","Extensive use of text - massive conversion needed to be playable","","","",,"","","","","","","","",""
"XenoShyft: Onslaught","159109","0","","0","1","1","0","0","0","0","0","0","","","","","","","27638385","6.48559","7.21374","2.6567","809","2212","thing","XenoShyft: Onslaught","1","4","60","60","30","2015","1,2,3","2","12+","Extensive use of text - massive conversion needed to be playable","","","",,"","","","","","","","",""
"Zombicide","113924","0","","0","1","0","0","0","0","0","0","0","","","","","","","18124513","7.15282","7.39884","2.5792","204","12251","thing","Zombicide","1","6","60","60","60","2012","1,2,3,4,5,6","3,6","10+","Some necessary text - easily memorized or small crib sheet","","","",,"","","","","","","","",""
"Zombicide Season 2: Prison Outbreak","137988","0","","0","1","0","0","0","0","0","0","0","","","","","","","27885425","7.04616","7.6965","2.7129","274","5610","thing","Zombicide Season 2: Prison Outbreak","1","6","120","120","90","2013","1,2,3,4,5,6","3","12+","Some necessary text - easily memorized or small crib sheet","","","",,"","","","","","","","",""
"Zombie State: Diplomacy of the Dead","61484","7","","0","1","0","0","0","0","0","0","0","","","","","","","10936155","6.0268","6.60831","3.1842","1775","1084","thing","Zombie State: Diplomacy of the Dead","2","5","180","180","180","2010","2,3,4,5","5","12+","Moderate in-game text - needs crib sheet or paste ups","","","",,"","","","","","","","",""
"Zpocalypse","108665","0","","0","1","1","0","0","0","0","0","0","","","","","","","24725452","5.77269","6.30834","3.3889","2989","1397","thing","Zpocalypse","1","4","100","100","100","2013","2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","",,"","","","","","","","",""
